,NUM_GAMES,SURV_PROB
5.0,5.0,1.0
5.1,5.1,1.0
5.199999999999999,5.199999999999999,1.0
5.299999999999999,5.299999999999999,1.0
5.399999999999999,5.399999999999999,1.0
5.499999999999998,5.499999999999998,1.0
5.599999999999998,5.599999999999998,1.0
5.6999999999999975,5.6999999999999975,1.0
5.799999999999997,5.799999999999997,1.0
5.899999999999997,5.899999999999997,1.0
5.9999999999999964,5.9999999999999964,1.0
6.099999999999996,6.099999999999996,0.6089080459770121
6.199999999999996,6.199999999999996,0.6089080459770121
6.299999999999995,6.299999999999995,0.6089080459770121
6.399999999999995,6.399999999999995,0.6089080459770121
6.499999999999995,6.499999999999995,0.6089080459770121
6.599999999999994,6.599999999999994,0.6089080459770121
6.699999999999994,6.699999999999994,0.6089080459770121
6.799999999999994,6.799999999999994,0.6089080459770121
6.899999999999993,6.899999999999993,0.6089080459770121
6.999999999999993,6.999999999999993,0.6089080459770121
7.0999999999999925,7.0999999999999925,0.49339080459770157
7.199999999999992,7.199999999999992,0.49339080459770157
7.299999999999992,7.299999999999992,0.49339080459770157
7.3999999999999915,7.3999999999999915,0.49339080459770157
7.499999999999991,7.499999999999991,0.49339080459770157
7.599999999999991,7.599999999999991,0.49339080459770157
7.69999999999999,7.69999999999999,0.49339080459770157
7.79999999999999,7.79999999999999,0.49339080459770157
7.89999999999999,7.89999999999999,0.49339080459770157
7.999999999999989,7.999999999999989,0.49339080459770157
8.099999999999989,8.099999999999989,0.41954022988505774
8.199999999999989,8.199999999999989,0.41954022988505774
8.299999999999988,8.299999999999988,0.41954022988505774
8.399999999999988,8.399999999999988,0.41954022988505774
8.499999999999988,8.499999999999988,0.41954022988505774
8.599999999999987,8.599999999999987,0.41954022988505774
8.699999999999987,8.699999999999987,0.41954022988505774
8.799999999999986,8.799999999999986,0.41954022988505774
8.899999999999986,8.899999999999986,0.41954022988505774
8.999999999999986,8.999999999999986,0.41954022988505774
9.099999999999985,9.099999999999985,0.36494252873563243
9.199999999999985,9.199999999999985,0.36494252873563243
9.299999999999985,9.299999999999985,0.36494252873563243
9.399999999999984,9.399999999999984,0.36494252873563243
9.499999999999984,9.499999999999984,0.36494252873563243
9.599999999999984,9.599999999999984,0.36494252873563243
9.699999999999983,9.699999999999983,0.36494252873563243
9.799999999999983,9.799999999999983,0.36494252873563243
9.899999999999983,9.899999999999983,0.36494252873563243
9.999999999999982,9.999999999999982,0.36494252873563243
10.099999999999982,10.099999999999982,0.31954022988505765
10.199999999999982,10.199999999999982,0.31954022988505765
10.299999999999981,10.299999999999981,0.31954022988505765
